#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.1.0
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.1.0
SUBJECT_NAME : 224_cyepi
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/1916
SUBJECT_DESCRIPTION : 
DEVICE_ID : 3587
DEVICE_MODEL : ActTrust2
HARDWARE_VERSION : 1.3
FIRMWARE_VERSION : 1.6
MEMORY_SIZE : 7987712
LOG_SIZE : 425424
MEMORY_USAGE : 5.33 %
BATTERY_VOLTAGE : 4.14118
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 80
MODE : PIM/TAT/ZCM
INTERVAL : 60
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : None
FILE_DATE_TIME : 06/11/2023 10:59:26
CONNECTION_SYSTEM_DATE_TIME : 06/11/2023 10:59:02
CONNECTION_DEVICE_DATE_TIME : 06/11/2023 10:58:37
DEVICE_PLACEMENT : Undefined
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR
30/10/2023 10:10:15;0;0;23.22;23.41;96;39;2.29593e-08;5;2.9435e-09;0;0;216.44;100.75;30.49;54.33;30.70;45.38;9.68;8.57;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:11:15;0;0;23.14;23.28;96;17;0.283333;2;0.0333333;0;0;230.22;107.14;32.43;57.79;32.62;48.11;11.83;10.00;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:12:15;0;0;23.12;23.22;96;0;0;0;0;0;0;220.36;102.53;31.02;55.32;31.21;45.92;10.75;9.52;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:13:15;0;0;23.09;23.22;96;0;0;0;0;0;0;214.31;99.76;30.22;53.80;30.33;44.45;10.75;9.05;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:14:15;0;0;23.08;23.16;96;44;0.733333;5;0.0833333;1;0.0166667;266.76;124.17;37.69;66.96;37.55;55.98;13.98;11.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:15:15;0;0;23.07;23.16;96;0;0;0;0;0;0;293.02;136.40;41.45;73.56;41.14;61.41;16.13;12.38;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:16:15;0;0;23.06;23.16;96;68;1.13333;4;0.0666667;3;0.05;231.96;107.81;32.60;58.23;32.77;48.26;11.83;10.00;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:17:15;0;1;23.11;23.28;96;5450;90.8333;261;4.35;195;3.25;98.67;45.91;13.95;24.77;13.83;24.56;4.30;5.24;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:18:15;0;0;23.17;23.28;66;2849;47.4833;156;2.6;83;1.38333;272.22;127.77;38.10;68.34;41.32;35.28;10.75;8.10;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:19:15;0;0;22.96;23.09;66;0;0;0;0;0;0;353.96;164.98;47.96;88.85;55.18;44.82;13.98;10.95;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:20:15;0;0;22.75;22.91;66;0;0;0;0;0;0;336.44;156.82;45.59;84.46;52.44;42.23;12.90;10.48;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:21:15;0;0;22.57;22.66;66;32;0.533333;4;0.0666667;1;0.0166667;297.73;138.77;40.43;74.74;46.20;37.61;10.75;9.05;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:22:15;0;0;22.41;22.53;66;0;0;0;0;0;0;253.42;118.19;34.42;63.62;39.45;32.16;8.60;7.62;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:23:15;0;0;22.15;22.34;96;1088;18.1333;75;1.25;35;0.583333;36.27;16.86;4.94;9.10;5.50;4.92;0.00;0.95;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:24:15;0;0;21.96;22.16;96;0;0;0;0;0;0;7.42;3.37;0.98;1.86;1.05;1.18;0.00;0.00;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:25:15;0;0;21.82;21.97;96;0;0;0;0;0;0;6.62;3.02;0.88;1.66;0.94;1.06;0.00;0.00;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
30/10/2023 10:26:15;0;0;21.68;21.84;96;0;0;0;0;0;0;6.98;3.17;0.92;1.75;0.98;1.13;0.00;0.00;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
