#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.1.0
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.1.0
SUBJECT_NAME : 215_cyepi
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/1916
SUBJECT_DESCRIPTION : 
DEVICE_ID : 2916
DEVICE_MODEL : ActTrust2
HARDWARE_VERSION : 1.3
FIRMWARE_VERSION : 1.6
MEMORY_SIZE : 7987712
LOG_SIZE : 443796
MEMORY_USAGE : 5.56 %
BATTERY_VOLTAGE : 4.14118
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 80
MODE : PIM/TAT/ZCM
INTERVAL : 60
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : None
FILE_DATE_TIME : 09/10/2023 17:27:04
CONNECTION_SYSTEM_DATE_TIME : 09/10/2023 17:26:42
CONNECTION_DEVICE_DATE_TIME : 09/10/2023 17:26:15
DEVICE_PLACEMENT : Undefined
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR
02/10/2023 09:20:26;0;0;26.83;27.18;96;27;1.59176e-08;0;0;0;0;72.67;33.81;10.50;18.24;9.65;22.64;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:21:26;0;1;26.66;26.99;96;1607;26.7833;79;1.31667;50;0.833333;145.69;68.04;21.33;36.57;19.17;36.38;6.45;5.24;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:22:26;0;0;26.55;26.80;96;0;0;0;0;0;0;146.53;68.17;21.30;36.78;19.10;39.51;7.53;5.24;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:23:26;0;0;26.47;26.68;96;0;0;0;0;0;0;148.98;69.33;21.67;37.40;19.43;39.78;7.53;5.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:24:26;0;0;26.40;26.62;96;0;0;0;0;0;0;152.53;70.97;22.18;38.29;19.91;40.44;7.53;5.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:25:26;0;0;26.33;26.49;96;0;0;0;0;0;0;159.11;73.98;23.11;39.94;20.73;42.48;8.60;5.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:26:26;0;0;26.27;26.43;96;0;0;0;0;0;0;164.27;76.43;23.91;41.24;21.38;44.40;8.60;6.19;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:27:26;0;0;26.24;26.43;96;0;0;0;0;0;0;164.44;76.43;23.83;41.28;21.48;44.05;9.68;6.19;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:28:26;0;0;26.21;26.37;96;4;0.0666667;1;0.0166667;0;0;152.36;70.70;22.00;38.25;19.87;41.08;8.60;5.71;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
02/10/2023 09:29:26;0;0;26.18;26.30;96;3;0.05;1;0.0166667;0;0;167.69;77.79;24.21;42.10;21.84;44.47;9.68;6.19;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
