#ActLogModel=2.0.0
+-------------+ Condor Instruments Report +-------------+
SOFTWARE_VERSION : 2.1.0
LOG_FILE_VERSION : 1.0.3
LOG_CREATION_SV : 2.1.0
SUBJECT_NAME : 208_cyepi
SUBJECT_GENDER : 
SUBJECT_DATE_OF_BIRTH : 01/01/2000
SUBJECT_DESCRIPTION : 
DEVICE_ID : 1604
DEVICE_MODEL : ActTrust2
HARDWARE_VERSION : 1.3
FIRMWARE_VERSION : 1.5
MEMORY_SIZE : 7987712
LOG_SIZE : 427894
MEMORY_USAGE : 5.36 %
BATTERY_VOLTAGE : 4.16471
ERROR_FLAG : 0
ERROR_CODE : 0
POWER_DOWN_FLAG : 0
TAT_THRESHOLD : 1024
ORIENTATION : 80
MODE : PIM/TAT/ZCM
INTERVAL : 60
DATA_CORRECTION : 0
DATA_CORRECTION_DESCRIPTION : None
FILE_DATE_TIME : 04/09/2023 11:11:04
CONNECTION_SYSTEM_DATE_TIME : 04/09/2023 11:08:52
CONNECTION_DEVICE_DATE_TIME : 04/09/2023 11:08:31
DEVICE_PLACEMENT : Undefined
+-------------------------------------------------------+
DATE/TIME;MS;EVENT;TEMPERATURE;EXT TEMPERATURE;ORIENTATION;PIM;PIMn;TAT;TATn;ZCM;ZCMn;LIGHT;AMB LIGHT;RED LIGHT;GREEN LIGHT;BLUE LIGHT;IR LIGHT;UVA LIGHT;UVB LIGHT;STATE;CAP_SENS_1;CAP_SENS_2;F1;F2;F3;F4;F5;F6;F7;F8;MELANOPIC EDI;CLEAR
28/08/2023 09:22:14;0;0;27.55;27.74;96;1958;1.15638e-06;101;5.96499e-08;40;2.36237e-08;47.47;22.98;8.73;11.92;3.61;1.40;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:23:14;0;0;27.28;27.49;96;3558;59.3;214;3.56667;59;0.983333;36.44;17.92;6.81;9.15;3.04;1.30;0.00;0.48;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:24:14;0;0;27.13;27.37;96;0;0;0;0;0;0;57.87;28.70;10.74;14.53;5.52;1.23;0.00;0.95;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:25:14;0;0;27.05;27.24;96;0;0;0;0;0;0;63.24;31.29;11.71;15.88;5.96;0.89;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:26:14;0;0;26.97;27.12;96;0;0;0;0;0;0;64.40;31.81;11.91;16.17;6.00;0.89;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:27:14;0;0;26.92;27.05;96;0;0;0;0;0;0;64.80;31.93;11.95;16.27;5.97;0.81;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:28:14;0;0;26.86;26.99;96;0;0;0;0;0;0;64.53;31.76;11.88;16.20;5.90;0.74;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:29:14;0;0;26.81;26.93;96;0;0;0;0;0;0;63.96;31.45;11.75;16.05;5.83;0.74;0.00;2.38;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:30:14;0;0;26.77;26.93;96;0;0;0;0;0;0;63.56;31.24;11.67;15.95;5.79;0.74;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:31:14;0;0;26.74;26.87;96;0;0;0;0;0;0;63.47;31.18;11.64;15.93;5.79;0.86;0.00;1.43;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:32:14;0;0;26.70;26.87;96;0;0;0;0;0;0;63.47;31.18;11.64;15.93;5.79;0.89;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:33:14;0;0;26.69;26.80;96;0;0;0;0;0;0;63.47;31.18;11.64;15.93;5.79;0.89;0.00;2.38;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
28/08/2023 09:34:14;0;0;26.65;26.80;96;0;0;0;0;0;0;63.47;31.18;11.64;15.93;5.79;0.89;0.00;1.90;0;0;0;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.00;0.00
